filename,label
Abuse_126.wav,Yes
Abuse_127.wav,Yes
Abuse_128.wav,Yes
Abuse_129.wav,Yes
Abuse_130.wav,No
Abuse_131.wav,No
Abuse_132.wav,No
Abuse_133.wav,No
Abuse_136.wav,Yes
Abuse_137.wav,No
Abuse_138.wav,No
Abuse_140.wav,Yes
Abuse_142.wav,Yes
Abuse_144.wav,Yes
Abuse_146.wav,Yes
Abuse_147.wav,No
Abuse_148.wav,Yes
Abuse_149.wav,Yes
Abuse_150.wav,No
Abuse_151.wav,Yes
Abuse_152.wav,No
Abuse_154.wav,Yes
Abuse_156.wav,No
Abuse_157.wav,No
Abuse_158.wav,No
Abuse_159.wav,Yes
Abuse_160.wav,Yes
Abuse_161.wav,No
Abuse_162.wav,No
Abuse_163.wav,No
Abuse_165.wav,No
Abuse_166.wav,Yes
Abuse_167.wav,Yes
Abuse_169.wav,Yes
Abuse_172.wav,Yes
Abuse_174.wav,No
Abuse_175.wav,No
Abuse_177.wav,No
Abuse_178.wav,No
Abuse_179.wav,No
Abuse_180.wav,No
Abuse_182.wav,Yes
Abuse_183.wav,No
Abuse_186.wav,Yes
Abuse_187.wav,No
Abuse_188.wav,Yes
Abuse_189.wav,No
Abuse_190.wav,No
Abuse_192.wav,Yes
Abuse_193.wav,No
Abuse_194.wav,Yes
Abuse_195.wav,No
Abuse_196.wav,No
Abuse_198.wav,No
Abuse_199.wav,Yes
Abuse_202.wav,No
Abuse_204.wav,Yes
Abuse_205.wav,Yes
Abuse_208.wav,No
Abuse_209.wav,No
Abuse_210.wav,No
Abuse_213.wav,Yes
Abuse_215.wav,No
Abuse_216.wav,No
Abuse_217.wav,Yes
Abuse_218.wav,Yes
Abuse_219.wav,No
Abuse_220.wav,No
Abuse_222.wav,No
Abuse_223.wav,Yes
Abuse_225.wav,Yes
Abuse_226.wav,Yes
Abuse_228.wav,No
Abuse_230.wav,No
Abuse_233.wav,Yes
Abuse_234.wav,No
Abuse_235.wav,No
Abuse_236.wav,No
Abuse_237.wav,Yes
Abuse_238.wav,No
Abuse_240.wav,Yes
Abuse_241.wav,Yes
Abuse_243.wav,No
Abuse_244.wav,No
Abuse_246.wav,Yes
Abuse_247.wav,Yes
Abuse_249.wav,No
Abuse_250.wav,Yes
Abuse_251.wav,No
Abuse_253.wav,Yes
Abuse_255.wav,Yes
Abuse_256.wav,Yes
Abuse_257.wav,No
Abuse_260.wav,Yes
Abuse_261.wav,Yes
Abuse_262.wav,No
Abuse_264.wav,Yes
Abuse_265.wav,No
Abuse_266.wav,No
Abuse_271.wav,Yes
Abuse_273.wav,Yes
Abuse_274.wav,No
Abuse_275.wav,No
Abuse_277.wav,No
Abuse_278.wav,Yes
Abuse_279.wav,No
Abuse_280.wav,No
Abuse_281.wav,Yes
Abuse_284.wav,No
Abuse_285.wav,No
Abuse_287.wav,No
Abuse_288.wav,No
Abuse_289.wav,Yes
Abuse_290.wav,Yes
Abuse_292.wav,No
Abuse_293.wav,Yes
Abuse_296.wav,No
Abuse_297.wav,Yes
Abuse_298.wav,Yes
Abuse_299.wav,Yes
Abuse_300.wav,No
Abuse_301.wav,No
Abuse_303.wav,No
Abuse_305.wav,No
Abuse_306.wav,Yes
Abuse_307.wav,Yes
Abuse_308.wav,No
Abuse_309.wav,No
Abuse_310.wav,Yes
Abuse_311.wav,Yes
Abuse_313.wav,No
Abuse_316.wav,No
Abuse_317.wav,Yes
Abuse_318.wav,No
Abuse_319.wav,Yes
Abuse_321.wav,Yes
Abuse_322.wav,No
Abuse_323.wav,Yes
Abuse_324.wav,Yes
Abuse_325.wav,Yes
Abuse_326.wav,No
Abuse_328.wav,Yes
Abuse_329.wav,No
Abuse_330.wav,Yes
Abuse_331.wav,No
Abuse_332.wav,Yes
Abuse_334.wav,Yes
Abuse_336.wav,No
Abuse_337.wav,Yes
Abuse_338.wav,No
Abuse_340.wav,Yes
Abuse_341.wav,Yes
Abuse_342.wav,Yes
Abuse_344.wav,Yes
Abuse_345.wav,Yes
Abuse_346.wav,Yes
Abuse_347.wav,No
Abuse_348.wav,Yes
Abuse_350.wav,Yes
Abuse_352.wav,Yes
Abuse_354.wav,Yes
Abuse_355.wav,Yes
Abuse_356.wav,Yes
Abuse_359.wav,No
Abuse_360.wav,Yes
Abuse_361.wav,No
Abuse_364.wav,No
Abuse_365.wav,Yes
Abuse_367.wav,Yes
Abuse_368.wav,Yes
Abuse_370.wav,Yes
Abuse_371.wav,No
Abuse_372.wav,Yes
Abuse_373.wav,Yes
Abuse_374.wav,No
Abuse_375.wav,No
Abuse_378.wav,Yes
Abuse_379.wav,No
Abuse_380.wav,No
Abuse_381.wav,Yes
Abuse_382.wav,Yes
Abuse_385.wav,Yes
Abuse_386.wav,Yes
Abuse_387.wav,No
Abuse_388.wav,Yes
Abuse_389.wav,Yes
Abuse_390.wav,No
Abuse_391.wav,Yes
Abuse_392.wav,No
Abuse_393.wav,Yes
Abuse_394.wav,Yes
Abuse_396.wav,Yes
Abuse_398.wav,No
Abuse_399.wav,No
Abuse_400.wav,No
Abuse_402.wav,Yes
Abuse_405.wav,Yes
Abuse_406.wav,No
Abuse_407.wav,Yes
Abuse_408.wav,No
Abuse_411.wav,No
Abuse_412.wav,No
Abuse_414.wav,No
Abuse_416.wav,No
Abuse_418.wav,Yes
Abuse_419.wav,Yes
Abuse_420.wav,No
Abuse_421.wav,No
Abuse_422.wav,Yes
Abuse_423.wav,Yes
Abuse_426.wav,Yes
Abuse_427.wav,No
Abuse_428.wav,Yes
Abuse_429.wav,Yes
Abuse_430.wav,No
Abuse_434.wav,Yes
Abuse_437.wav,No
Abuse_438.wav,Yes
Abuse_440.wav,Yes
Abuse_441.wav,No
Abuse_442.wav,Yes
Abuse_444.wav,Yes
Abuse_445.wav,Yes
Abuse_446.wav,Yes
Abuse_447.wav,No
Abuse_448.wav,No
Abuse_449.wav,Yes
Abuse_452.wav,No
Abuse_453.wav,No
Abuse_454.wav,Yes
Abuse_455.wav,No
Abuse_456.wav,Yes
Abuse_459.wav,Yes
Abuse_460.wav,No
Abuse_461.wav,Yes
Abuse_462.wav,Yes
Abuse_465.wav,No
Abuse_466.wav,No
Abuse_468.wav,Yes
Abuse_474.wav,No
Abuse_479.wav,Yes
Abuse_480.wav,No
Abuse_481.wav,No
Abuse_482.wav,No
Abuse_483.wav,No
Abuse_484.wav,No
Abuse_486.wav,No
Abuse_487.wav,No
Abuse_488.wav,Yes
Abuse_489.wav,Yes
Abuse_491.wav,No
Abuse_492.wav,No
Abuse_493.wav,No
Abuse_495.wav,No
Abuse_496.wav,Yes
Abuse_498.wav,Yes
Abuse_499.wav,No
Abuse_500.wav,Yes
Abuse_501.wav,Yes
Abuse_502.wav,No
Abuse_503.wav,No
Abuse_504.wav,Yes
Abuse_505.wav,Yes
Abuse_507.wav,Yes
Abuse_508.wav,No
Abuse_509.wav,No
Abuse_510.wav,No
Abuse_513.wav,Yes
Abuse_516.wav,No
Abuse_517.wav,No
Abuse_519.wav,No
Abuse_520.wav,Yes
Abuse_521.wav,No
Abuse_524.wav,Yes
Abuse_526.wav,No
Abuse_527.wav,Yes
Abuse_528.wav,Yes
Abuse_529.wav,No
Abuse_530.wav,Yes
Abuse_531.wav,Yes
Abuse_532.wav,No
Abuse_533.wav,No
Abuse_534.wav,No
Abuse_535.wav,No
Abuse_536.wav,Yes
Abuse_537.wav,Yes
Abuse_538.wav,No
Abuse_539.wav,Yes
Abuse_541.wav,Yes
Abuse_542.wav,No
Abuse_543.wav,Yes
Abuse_544.wav,Yes
Abuse_545.wav,Yes
Abuse_546.wav,Yes
Abuse_548.wav,No
Abuse_549.wav,No
Abuse_550.wav,Yes
Abuse_553.wav,No
Abuse_554.wav,Yes
Abuse_556.wav,Yes
Abuse_558.wav,No
Abuse_560.wav,Yes
Abuse_561.wav,Yes
Abuse_563.wav,Yes
Abuse_564.wav,Yes
Abuse_565.wav,Yes
Abuse_567.wav,Yes
Abuse_568.wav,Yes
Abuse_569.wav,Yes
Abuse_570.wav,No
Abuse_571.wav,Yes
Abuse_573.wav,No
Abuse_574.wav,No
Abuse_575.wav,Yes
Abuse_576.wav,No
Abuse_578.wav,Yes
Abuse_580.wav,No
Abuse_581.wav,No
Abuse_583.wav,No
Abuse_585.wav,No
Abuse_586.wav,No
Abuse_587.wav,No
Abuse_588.wav,No
Abuse_590.wav,Yes
Abuse_592.wav,Yes
Abuse_593.wav,No
Abuse_594.wav,No
Abuse_595.wav,Yes
Abuse_596.wav,No
Abuse_597.wav,No
Abuse_598.wav,Yes
Abuse_600.wav,No
Abuse_601.wav,No
Abuse_602.wav,Yes
Abuse_605.wav,No
Abuse_607.wav,Yes
Abuse_609.wav,Yes
Abuse_611.wav,Yes
Abuse_612.wav,No
Abuse_613.wav,Yes
Abuse_614.wav,Yes
Abuse_615.wav,No
Abuse_616.wav,No
Abuse_618.wav,No
Abuse_620.wav,No
Abuse_623.wav,No
Abuse_624.wav,Yes
Abuse_625.wav,No
Abuse_627.wav,No
Abuse_628.wav,No
Abuse_629.wav,No
Abuse_630.wav,Yes
Abuse_631.wav,No
Abuse_632.wav,Yes
Abuse_633.wav,Yes
Abuse_634.wav,Yes
Abuse_635.wav,No
Abuse_640.wav,Yes
Abuse_642.wav,Yes
Abuse_643.wav,Yes
Abuse_644.wav,No
Abuse_645.wav,Yes
Abuse_648.wav,No
Abuse_649.wav,Yes
Abuse_651.wav,No
Abuse_652.wav,Yes
Abuse_654.wav,No
Abuse_655.wav,No
Abuse_656.wav,No
Abuse_657.wav,No
Abuse_658.wav,No
Abuse_659.wav,No
Abuse_660.wav,Yes
Abuse_661.wav,No
Abuse_662.wav,No
Abuse_663.wav,No
Abuse_664.wav,Yes
Abuse_665.wav,No
Abuse_669.wav,Yes
Abuse_670.wav,Yes
Abuse_671.wav,No
Abuse_675.wav,No
Abuse_679.wav,No
Abuse_680.wav,No
Abuse_681.wav,Yes
Abuse_682.wav,Yes
Abuse_689.wav,Yes
Abuse_691.wav,Yes
Abuse_694.wav,No
Abuse_696.wav,No
Abuse_697.wav,Yes
Abuse_698.wav,No
Abuse_699.wav,No
Abuse_700.wav,Yes
Abuse_701.wav,Yes
Abuse_702.wav,No
Abuse_703.wav,No
Abuse_704.wav,No
Abuse_706.wav,Yes
Abuse_707.wav,No
Abuse_708.wav,No
Abuse_710.wav,No
Abuse_712.wav,No
Abuse_715.wav,Yes
Abuse_716.wav,Yes
Abuse_717.wav,No
Abuse_718.wav,Yes
Abuse_720.wav,No
Abuse_721.wav,No
Abuse_722.wav,No
Abuse_723.wav,Yes
Abuse_724.wav,No
Abuse_725.wav,No
Abuse_727.wav,Yes
Abuse_728.wav,Yes
Abuse_729.wav,No
Abuse_730.wav,Yes
Abuse_732.wav,Yes
Abuse_733.wav,Yes
Abuse_734.wav,No
Abuse_735.wav,No
Abuse_737.wav,No
Abuse_738.wav,Yes
Abuse_739.wav,No
Abuse_741.wav,Yes
Abuse_742.wav,No
Abuse_743.wav,Yes
Abuse_745.wav,No
Abuse_746.wav,No
Abuse_747.wav,No
Abuse_748.wav,Yes
Abuse_750.wav,Yes
Abuse_752.wav,No
Abuse_754.wav,No
Abuse_755.wav,No
Abuse_757.wav,No
Abuse_758.wav,No
Abuse_759.wav,No
Abuse_760.wav,Yes
Abuse_763.wav,No
Abuse_764.wav,Yes
Abuse_767.wav,No
Abuse_769.wav,No
Abuse_770.wav,No
Abuse_773.wav,Yes
Abuse_774.wav,No
Abuse_775.wav,Yes
Abuse_777.wav,Yes
Abuse_778.wav,Yes
Abuse_781.wav,No
Abuse_782.wav,No
Abuse_784.wav,No
Abuse_785.wav,No
Abuse_786.wav,No
Abuse_789.wav,Yes
Abuse_790.wav,No
Abuse_791.wav,No
Abuse_792.wav,Yes
Abuse_793.wav,No
Abuse_795.wav,No
Abuse_798.wav,No
Abuse_799.wav,Yes
Abuse_803.wav,Yes
Abuse_805.wav,No
Abuse_806.wav,No
Abuse_809.wav,Yes
Abuse_810.wav,No
Abuse_811.wav,Yes
Abuse_812.wav,No
Abuse_813.wav,Yes
Abuse_814.wav,No
Abuse_815.wav,No
Abuse_816.wav,Yes
Abuse_819.wav,Yes
Abuse_823.wav,No
Abuse_825.wav,No
Abuse_827.wav,Yes
Abuse_828.wav,No
Abuse_829.wav,No
Abuse_831.wav,No
Abuse_832.wav,No
Abuse_833.wav,Yes
Abuse_835.wav,No
Abuse_838.wav,No
Abuse_839.wav,Yes
Abuse_840.wav,No
Abuse_841.wav,No
Abuse_842.wav,Yes
Abuse_843.wav,No
Abuse_844.wav,No
Abuse_845.wav,No
Abuse_847.wav,Yes
Abuse_849.wav,Yes
Abuse_851.wav,Yes
Abuse_852.wav,No
Abuse_854.wav,Yes
Abuse_855.wav,Yes
Abuse_858.wav,No
Abuse_860.wav,No
Abuse_861.wav,Yes
Abuse_862.wav,No
Abuse_866.wav,No
Abuse_867.wav,Yes
Abuse_868.wav,Yes
Abuse_869.wav,No
Abuse_870.wav,No
Abuse_872.wav,No
Abuse_875.wav,Yes
Abuse_876.wav,No
Abuse_877.wav,Yes
Abuse_878.wav,Yes
Abuse_879.wav,Yes
Abuse_880.wav,No
Abuse_881.wav,Yes
Abuse_887.wav,Yes
Abuse_888.wav,Yes
Abuse_890.wav,Yes
Abuse_891.wav,Yes
Abuse_892.wav,Yes
Abuse_893.wav,Yes
Abuse_894.wav,Yes
Abuse_895.wav,Yes
Abuse_898.wav,No
Abuse_901.wav,No
Abuse_902.wav,No
Abuse_903.wav,No
Abuse_904.wav,No
Abuse_906.wav,No
Abuse_907.wav,Yes
Abuse_908.wav,Yes
Abuse_909.wav,Yes
Abuse_910.wav,Yes
Abuse_911.wav,No
Abuse_917.wav,No
Abuse_918.wav,No
Abuse_919.wav,Yes
Abuse_922.wav,No
Abuse_923.wav,No
Abuse_927.wav,Yes
Abuse_928.wav,Yes
Abuse_929.wav,Yes
Abuse_930.wav,Yes
Abuse_931.wav,No
Abuse_933.wav,No
Abuse_934.wav,No
Abuse_937.wav,No
Abuse_940.wav,Yes
Abuse_941.wav,Yes
Abuse_943.wav,No
Abuse_944.wav,No
Abuse_946.wav,Yes
Abuse_947.wav,No
Abuse_948.wav,No
Abuse_949.wav,No
Abuse_950.wav,No
Abuse_951.wav,No
Abuse_952.wav,No
Abuse_953.wav,No
Abuse_955.wav,Yes
Abuse_956.wav,No
Abuse_957.wav,No
Abuse_958.wav,No
Abuse_960.wav,Yes
Abuse_961.wav,No
Abuse_962.wav,No
Abuse_963.wav,Yes
Abuse_965.wav,No
Abuse_966.wav,Yes
Abuse_967.wav,Yes
Abuse_968.wav,No
Abuse_969.wav,Yes
Abuse_971.wav,No
Abuse_972.wav,Yes
Abuse_973.wav,Yes
Abuse_975.wav,Yes
Abuse_976.wav,No
Abuse_977.wav,No
Abuse_978.wav,No
Abuse_979.wav,No
Abuse_980.wav,No
Abuse_981.wav,Yes
Abuse_982.wav,Yes
Abuse_983.wav,No
Abuse_984.wav,No
Abuse_985.wav,Yes
Abuse_987.wav,No
Abuse_989.wav,No
Abuse_990.wav,No
Abuse_991.wav,No
Abuse_992.wav,No
Abuse_993.wav,Yes
Abuse_994.wav,No
Abuse_995.wav,Yes
Abuse_996.wav,No
Abuse_997.wav,No
Abuse_998.wav,No
Abuse_999.wav,No
Abuse_1000.wav,No
Abuse_1001.wav,No
Abuse_1002.wav,No
Abuse_1004.wav,No
Abuse_1005.wav,No
Abuse_1006.wav,Yes
Abuse_1007.wav,Yes
Abuse_1009.wav,No
Abuse_1010.wav,No
Abuse_1011.wav,No
Abuse_1013.wav,No
Abuse_1014.wav,No
Abuse_1016.wav,No
Abuse_1018.wav,Yes
Abuse_1019.wav,No
Abuse_1021.wav,No
Abuse_1022.wav,Yes
Abuse_1023.wav,No
Abuse_1024.wav,Yes
Abuse_1025.wav,Yes
Abuse_1026.wav,No
Abuse_1027.wav,No
Abuse_1028.wav,No
Abuse_1029.wav,No
Abuse_1030.wav,No
Abuse_1031.wav,Yes
Abuse_1032.wav,No
Abuse_1033.wav,No
Abuse_1034.wav,No
Abuse_1037.wav,No
Abuse_1040.wav,No
Abuse_1041.wav,No
Abuse_1042.wav,Yes
Abuse_1043.wav,No
Abuse_1044.wav,No
Abuse_1045.wav,No
Abuse_1046.wav,Yes
Abuse_1047.wav,No
Abuse_1048.wav,Yes
Abuse_1049.wav,Yes
Abuse_1050.wav,No
Abuse_1055.wav,No
Abuse_1057.wav,No
Abuse_1059.wav,No
Abuse_1060.wav,Yes
Abuse_1061.wav,No
Abuse_1063.wav,No
Abuse_1065.wav,Yes
Abuse_1066.wav,No
Abuse_1067.wav,No
Abuse_1070.wav,No
Abuse_1071.wav,No
Abuse_1072.wav,No
Abuse_1077.wav,Yes
Abuse_1079.wav,No
Abuse_1080.wav,No
Abuse_1081.wav,No
Abuse_1082.wav,No
Abuse_1084.wav,No
Abuse_1087.wav,No
Abuse_1089.wav,Yes
Abuse_1090.wav,No
Abuse_1091.wav,Yes
Abuse_1092.wav,Yes
Abuse_1093.wav,No
Abuse_1095.wav,No
Abuse_1096.wav,No
Abuse_1099.wav,No
Abuse_1100.wav,Yes
Abuse_1101.wav,Yes
Abuse_1102.wav,Yes
Abuse_1103.wav,Yes
Abuse_1104.wav,Yes
Abuse_1105.wav,Yes
Abuse_1106.wav,Yes
Abuse_1109.wav,No
Abuse_1110.wav,Yes
Abuse_1112.wav,Yes
Abuse_1113.wav,Yes
Abuse_1119.wav,No
Abuse_1121.wav,No
Abuse_1122.wav,No
Abuse_1123.wav,No
Abuse_1124.wav,Yes
Abuse_1125.wav,No
Abuse_1128.wav,No
Abuse_1130.wav,No
Abuse_1131.wav,Yes
Abuse_1134.wav,No
Abuse_1135.wav,Yes
Abuse_1136.wav,No
Abuse_1138.wav,No
Abuse_1139.wav,Yes
Abuse_1140.wav,No
Abuse_1142.wav,No
Abuse_1143.wav,Yes
Abuse_1144.wav,No
Abuse_1146.wav,Yes
Abuse_1147.wav,Yes
Abuse_1149.wav,No
Abuse_1150.wav,Yes
Abuse_1151.wav,Yes
Abuse_1152.wav,No
Abuse_1153.wav,Yes
Abuse_1154.wav,Yes
Abuse_1155.wav,Yes
Abuse_1156.wav,Yes
Abuse_1160.wav,Yes
Abuse_1161.wav,No
Abuse_1162.wav,No
Abuse_1163.wav,No
Abuse_1164.wav,Yes
Abuse_1165.wav,No
Abuse_1166.wav,Yes
Abuse_1167.wav,Yes
Abuse_1169.wav,No
Abuse_1172.wav,Yes
Abuse_1174.wav,Yes
Abuse_1175.wav,No
Abuse_1177.wav,No
Abuse_1180.wav,No
Abuse_1181.wav,Yes
Abuse_1182.wav,Yes
Abuse_1183.wav,Yes
Abuse_1184.wav,No
Abuse_1185.wav,No
Abuse_1186.wav,No
Abuse_1190.wav,Yes
Abuse_1193.wav,Yes
Abuse_1194.wav,No
Abuse_1195.wav,No
Abuse_1196.wav,Yes
Abuse_1199.wav,No
